fname,lname,year,stint,team,league,AB,H,HR,SB,BB,SO,HBP,PA
Daryl,Sconiers,1983,1,CAL,AL,314,86,8,4,17,41,0,336
Tony,Scott,1983,1,HOU,NL,186,42,2,5,11,39,0,202
John,Shelby,1983,1,BAL,AL,325,84,5,15,18,64,0,351
Pat,Sheridan,1983,1,KCA,AL,333,90,7,12,20,64,0,357
Ted,Simmons,1983,1,ML4,AL,600,185,13,4,41,51,2,656
Ken,Singleton,1983,1,BAL,AL,507,140,18,0,99,83,1,631
Don,Slaught,1983,1,KCA,AL,276,86,0,3,11,27,0,290
Roy,Smalley,1983,1,NYA,AL,451,124,18,3,58,68,2,522
Lonnie,Smith,1983,1,SLN,NL,492,158,8,43,41,55,9,549
Ozzie,Smith,1983,1,SLN,NL,552,134,3,34,64,36,1,635
Chris,Speier,1983,1,MON,NL,261,67,2,2,29,37,2,302
Dave,Stapleton,1983,1,BOS,AL,542,134,10,1,40,44,2,600
Bill,Stein,1983,1,TEX,AL,232,72,2,2,8,31,0,242
Darryl,Strawberry,1983,1,NYN,NL,420,108,26,19,47,128,4,482
Jim,Sundberg,1983,1,TEX,AL,378,76,2,0,35,64,2,423
Rick,Sweet,1983,1,SEA,AL,249,55,1,2,13,26,0,266
Pat,Tabler,1983,1,CLE,AL,430,125,6,2,56,63,1,493
Garry,Templeton,1983,1,SDN,NL,460,121,3,16,21,57,0,497
Derrel,Thomas,1983,1,LAN,NL,192,48,2,9,27,36,2,229
Gorman,Thomas,1983,2,CLE,AL,371,82,17,8,57,98,1,439
Jason,Thompson,1983,1,PIT,NL,517,134,18,1,99,128,1,630
Dickie,Thon,1983,1,HOU,NL,619,177,20,34,54,73,2,696
Andre,Thornton,1983,1,CLE,AL,508,143,17,4,87,72,2,619
Wayne,Tolleson,1983,1,TEX,AL,470,122,3,33,40,68,2,521
Alan,Trammell,1983,1,DET,AL,505,161,14,30,57,64,0,583
Manny,Trillo,1983,1,CLE,AL,320,87,1,1,21,46,0,349
Willie,Upshaw,1983,1,TOR,AL,579,177,27,10,61,98,5,663
Ellis,Valentine,1983,1,CAL,AL,271,65,13,2,18,48,0,294
Andy,Van Slyke,1983,1,SLN,NL,309,81,8,21,46,64,1,366
Max,Venable,1983,1,SFN,NL,228,50,6,15,22,34,3,257
George,Vukovich,1983,1,CLE,AL,312,77,3,3,24,37,2,349
Duane,Walker,1983,1,CIN,NL,225,53,2,6,20,43,0,251
Greg,Walker,1983,1,CHA,AL,307,83,10,2,28,57,2,343
Tim,Wallach,1983,1,MON,NL,581,156,19,0,55,97,6,655
Gary,Ward,1983,1,MIN,AL,623,173,19,8,44,98,3,678
Claudell,Washington,1983,1,ATL,NL,496,138,9,31,35,103,0,544
Ron,Washington,1983,1,MIN,AL,317,78,4,10,22,50,1,345
U. L.,Washington,1983,1,KCA,AL,547,129,5,40,48,78,1,604
John,Wathan,1983,1,KCA,AL,437,107,2,28,27,56,1,469
Brad,Wellman,1983,1,SFN,NL,182,39,1,5,22,39,0,208
Lou,Whitaker,1983,1,DET,AL,643,206,12,17,67,70,0,728
Frank,White,1983,1,KCA,AL,549,143,11,13,20,51,0,583
Ernie,Whitt,1983,1,TOR,AL,344,88,17,1,50,55,0,405
Alan,Wiggins,1983,1,SDN,NL,503,139,0,66,65,43,1,588
Glenn,Wilson,1983,1,DET,AL,503,135,11,1,25,79,3,534
Mookie,Wilson,1983,1,NYN,NL,638,176,7,54,18,103,4,666
Willie,Wilson,1983,1,KCA,AL,576,159,2,59,33,75,1,613
Dave,Winfield,1983,1,NYA,AL,598,169,32,15,58,77,2,666
John,Wockenfuss,1983,1,DET,AL,245,66,9,1,31,37,0,279
Gary,Woods,1983,1,CHN,NL,190,46,4,5,15,27,0,209
George,Wright,1983,1,TEX,AL,634,175,18,8,41,82,2,690
Butch,Wynegar,1983,1,NYA,AL,301,89,6,1,52,29,1,358
Marvell,Wynne,1983,1,PIT,NL,366,89,7,12,38,52,3,415
Carl,Yastrzemski,1983,1,BOS,AL,380,101,10,0,54,29,2,448
Steve,Yeager,1983,1,LAN,NL,335,68,15,1,23,57,1,370
Ned,Yost,1983,1,ML4,AL,196,44,6,1,5,36,0,210
Joel,Youngblood,1983,1,SFN,NL,373,109,17,7,33,59,5,419
Robin,Yount,1983,1,ML4,AL,578,178,17,12,72,58,3,668
Richie,Zisk,1983,1,SEA,AL,285,69,12,0,30,61,0,321
Willie,Aikens,1984,1,TOR,AL,234,48,11,0,29,56,2,266
Bill,Almon,1984,1,OAK,AL,211,47,7,5,10,42,0,225
Dave,Anderson,1984,1,LAN,NL,374,94,3,15,45,55,2,437
Tony,Armas,1984,1,BOS,AL,639,171,43,1,32,156,1,688
Alan,Ashby,1984,1,HOU,NL,191,50,4,0,20,22,1,221
Wally,Backman,1984,1,NYN,NL,436,122,1,32,56,63,0,501
Mark,Bailey,1984,1,HOU,NL,344,73,9,0,53,71,2,407
Harold,Baines,1984,1,CHA,AL,569,173,29,1,54,75,0,638
Dusty,Baker,1984,1,SFN,NL,243,71,3,4,40,27,0,288
Steve,Balboni,1984,1,KCA,AL,438,107,28,0,45,139,4,493
Chris,Bando,1984,1,CLE,AL,220,64,12,1,33,35,0,265
Jesse,Barfield,1984,1,TOR,AL,320,91,14,8,35,81,2,365
Marty,Barrett,1984,1,BOS,AL,475,144,3,5,42,25,1,528
Kevin,Bass,1984,1,HOU,NL,331,86,2,5,6,57,3,343
Don,Baylor,1984,1,NYA,AL,493,129,27,1,38,68,23,564
Buddy,Bell,1984,1,TEX,AL,553,174,11,2,63,54,3,638
George,Bell,1984,1,TOR,AL,606,177,26,11,24,86,8,643
Bruce,Benedict,1984,1,ATL,NL,300,67,4,1,34,25,1,343
Juan,Beniquez,1984,1,CAL,AL,354,119,8,0,18,43,3,382
Dave,Bergman,1984,1,DET,AL,271,74,7,3,33,40,3,318
Tony,Bernazard,1984,1,CLE,AL,439,97,2,20,43,70,2,497
Dale,Berra,1984,1,PIT,NL,450,100,9,1,34,78,1,508
Dann,Bilardello,1984,1,CIN,NL,182,38,2,0,19,34,1,209
Bruce,Bochte,1984,1,OAK,AL,469,124,5,2,52,59,0,536
Wade,Boggs,1984,1,BOS,AL,625,203,6,3,89,44,0,732
Barry,Bonnell,1984,1,SEA,AL,363,96,8,5,25,51,2,398
Bob,Boone,1984,1,CAL,AL,450,91,3,3,25,45,0,487
Larry,Bowa,1984,1,CHN,NL,391,87,0,10,28,24,0,428
Phil,Bradley,1984,1,SEA,AL,322,97,0,21,34,61,3,372
Bob,Brenly,1984,1,SFN,NL,506,147,20,6,48,52,3,570
George,Brett,1984,1,KCA,AL,377,107,13,0,38,37,0,428
Greg,Brock,1984,1,LAN,NL,271,61,14,8,39,37,0,316
Hubie,Brooks,1984,1,NYN,NL,561,159,16,6,48,79,2,628
Tom,Brookens,1984,1,DET,AL,224,55,5,6,19,33,1,253
Mark,Brouhard,1984,1,ML4,AL,197,47,6,0,16,36,2,221
Darrell,Brown,1984,1,MIN,AL,260,71,1,4,14,16,0,280
Tom,Brunansky,1984,1,MIN,AL,567,144,32,4,57,94,0,630
Bill,Buckner,1984,2,BOS,AL,439,122,11,2,24,38,5,476
Al,Bumbry,1984,1,BAL,AL,344,93,3,9,25,35,0,374
Randy,Bush,1984,1,MIN,AL,311,69,11,1,31,60,4,362
Brett,Butler,1984,1,CLE,AL,602,162,3,52,86,62,4,710
Enos,Cabell,1984,1,HOU,NL,436,135,8,8,21,47,1,469
Rod,Carew,1984,1,CAL,AL,329,97,3,4,40,39,0,379
Gary,Carter,1984,1,MON,NL,596,175,27,2,64,57,6,678
Joe,Carter,1984,1,CLE,AL,244,67,13,2,11,48,1,257
Carmelo,Castillo,1984,1,CLE,AL,211,55,10,1,21,32,2,237
Cesar,Cedeno,1984,1,CIN,NL,380,105,10,19,25,54,1,416
Ron,Cey,1984,1,CHN,NL,505,121,25,3,61,108,6,590
Chris,Chambliss,1984,1,ATL,NL,389,100,9,1,58,54,1,466
Kelvin,Chapman,1984,1,NYN,NL,197,57,3,8,19,30,2,223
Jack,Clark,1984,1,SFN,NL,203,65,11,1,43,29,0,256
Dave,Collins,1984,1,TOR,AL,441,136,2,60,33,41,9,492
Dave,Concepcion,1984,1,CIN,NL,531,130,4,22,52,72,0,605
Onix,Concepcion,1984,1,KCA,AL,287,81,1,9,14,33,3,311
Cecil,Cooper,1984,1,ML4,AL,603,166,11,8,27,59,2,641
Tim,Corcoran,1984,1,PHI,NL,208,71,5,0,37,27,1,253
Al,Cowens,1984,1,SEA,AL,524,145,15,9,27,83,2,561
Jose,Cruz,1984,1,HOU,NL,600,187,12,22,73,68,0,695
Julio,Cruz,1984,1,CHA,AL,415,92,5,14,45,58,0,469
Rich,Dauer,1984,1,BAL,AL,397,101,2,1,24,23,0,427
Alvin,Davis,1984,1,SEA,AL,567,161,27,5,97,78,7,694
Chili,Davis,1984,1,SFN,NL,499,157,21,12,42,74,1,552
Eric,Davis,1984,1,CIN,NL,174,39,10,10,24,48,1,200
Jody,Davis,1984,1,CHN,NL,523,134,19,5,47,99,1,594
Mike,Davis,1984,1,OAK,AL,382,88,9,14,31,66,1,425
Andre,Dawson,1984,1,MON,NL,533,132,17,13,41,80,2,585
Doug,DeCinces,1984,1,CAL,AL,547,147,20,4,53,79,0,616
Ivan,de Jesus,1984,1,PHI,NL,435,112,0,12,43,76,2,491
Rick,Dempsey,1984,1,BAL,AL,330,76,11,1,40,58,1,380
Bob,Dernier,1984,1,CHN,NL,536,149,3,45,63,60,2,612
Bill,Doran,1984,1,HOU,NL,548,143,4,21,66,69,2,633
Brian,Downing,1984,1,CAL,AL,539,148,23,0,70,66,7,631
Dan,Driessen,1984,1,CIN,NL,218,61,7,2,37,25,0,261
Leon,Durham,1984,1,CHN,NL,473,132,23,16,69,86,1,559
Mike,Easler,1984,1,BOS,AL,601,188,27,1,58,134,4,670
Dave,Engle,1984,1,MIN,AL,391,104,4,0,26,22,0,427
Nick,Esasky,1984,1,CIN,NL,322,62,10,1,52,103,0,385
Darrell,Evans,1984,1,DET,AL,401,93,16,2,77,70,0,493
Dwight,Evans,1984,1,BOS,AL,630,186,32,3,96,115,4,740
Tony,Fernandez,1984,1,TOR,AL,233,63,3,5,17,15,0,254
Carlton,Fisk,1984,1,CHA,AL,359,83,21,6,26,60,5,399
Mike,Fitzgerald,1984,1,NYN,NL,360,87,2,1,24,71,1,401
Scott,Fletcher,1984,1,CHA,AL,456,114,3,10,46,46,8,523
Doug,Flynn,1984,1,MON,NL,366,89,0,0,12,41,0,388
Tom,Foley,1984,1,CIN,NL,277,70,5,3,24,36,0,311
George,Foster,1984,1,NYN,NL,553,149,24,2,30,122,6,604
Julio,Franco,1984,1,CLE,AL,658,188,3,19,43,68,6,719
Terry,Francona,1984,1,MON,NL,214,74,1,0,5,12,1,226
Doug,Frobel,1984,1,PIT,NL,276,56,12,7,24,84,2,308
Gary,Gaetti,1984,1,MIN,AL,588,154,5,11,44,81,4,645
Jim,Gantner,1984,1,ML4,AL,613,173,3,6,30,51,3,658
Barbaro,Garbey,1984,1,DET,AL,327,94,5,6,17,35,2,350
Damaso,Garcia,1984,1,TOR,AL,633,180,5,46,16,46,9,666
Ron,Gardenhire,1984,1,NYN,NL,207,51,1,6,9,43,0,219
Phil,Garner,1984,1,HOU,NL,374,104,4,3,43,63,4,432
Steve,Garvey,1984,1,SDN,NL,617,175,8,1,24,64,1,656
Rich,Gedman,1984,1,BOS,AL,449,121,24,0,29,72,1,494
Kirk,Gibson,1984,1,DET,AL,531,150,27,29,63,103,8,617
Dan,Gladden,1984,1,SFN,NL,342,120,4,31,33,37,2,386
David,Green,1984,1,SLN,NL,452,121,15,17,20,105,1,482
Bobby,Grich,1984,1,CAL,AL,363,93,18,2,57,70,2,435
Alfredo,Griffin,1984,1,TOR,AL,419,101,4,11,4,33,1,441
Ken,Griffey,1984,1,NYA,AL,399,109,7,2,29,32,1,438
Greg,Gross,1984,1,PHI,NL,202,65,0,1,24,11,1,232
Wayne,Gross,1984,1,BAL,AL,342,74,22,1,68,69,1,418
Johnny,Grubb,1984,1,DET,AL,176,47,8,1,36,36,2,221
Pedro,Guerrero,1984,1,LAN,NL,535,162,16,9,49,105,1,601
Brad,Gulden,1984,1,CIN,NL,292,66,4,2,33,35,2,334
Jackie,Gutierrez,1984,1,BOS,AL,449,118,2,12,15,49,0,480
Tony,Gwynn,1984,1,SDN,NL,606,213,5,33,59,23,2,688
Jerry,Hairston,1984,1,CHA,AL,227,59,5,2,41,29,1,274
Mel,Hall,1984,2,CLE,AL,257,66,7,1,35,55,2,304
Mike,Hargrove,1984,1,CLE,AL,352,94,2,0,53,38,0,413
Toby,Harrah,1984,1,NYA,AL,253,55,1,3,42,28,2,301
Mickey,Hatcher,1984,1,MIN,AL,576,174,5,0,37,34,2,627
Von,Hayes,1984,1,PHI,NL,561,164,16,48,59,84,0,626
Mike,Heath,1984,1,OAK,AL,475,118,13,7,26,72,1,510
Danny,Heep,1984,1,NYN,NL,199,46,1,3,27,22,1,236
Dave,Henderson,1984,1,SEA,AL,350,98,14,5,19,56,2,374
Rickey,Henderson,1984,1,OAK,AL,502,147,16,66,86,81,5,598
Steve,Henderson,1984,1,SEA,AL,325,85,10,2,38,62,1,368
George,Hendrick,1984,1,SLN,NL,441,122,9,0,32,75,1,481
Keith,Hernandez,1984,1,NYN,NL,550,171,15,2,97,89,1,669
Larry,Herndon,1984,1,DET,AL,407,114,7,6,32,63,2,446
Tom,Herr,1984,1,SLN,NL,558,154,4,13,49,56,2,624
Marc,Hill,1984,1,CHA,AL,193,45,5,0,9,26,2,209
Kent,Hrbek,1984,1,MIN,AL,559,174,27,1,65,87,4,650
Glenn,Hubbard,1984,1,ATL,NL,397,93,9,4,55,61,4,467
Dane,Iorg,1984,2,KCA,AL,235,60,5,0,13,15,0,257
Garth,Iorg,1984,1,TOR,AL,247,56,1,1,5,16,1,257
Reggie,Jackson,1984,1,CAL,AL,525,117,25,8,55,141,3,591
Brook,Jacoby,1984,1,CLE,AL,439,116,7,3,32,73,3,483
Dion,James,1984,1,ML4,AL,387,114,1,10,32,41,3,432
Houston,Jimenez,1984,1,MIN,AL,298,60,0,0,15,34,0,317
Cliff,Johnson,1984,1,TOR,AL,359,109,16,0,50,62,3,419
Howard,Johnson,1984,1,DET,AL,355,88,12,10,40,67,1,403
Randy,Johnson,1984,1,ATL,NL,294,82,5,4,21,21,1,328
Ruppert,Jones,1984,1,DET,AL,215,61,12,2,21,47,0,237
Bob,Kearney,1984,1,SEA,AL,431,97,7,7,18,72,2,464
Steve,Kemp,1984,1,NYA,AL,313,91,7,4,40,54,1,361
Terry,Kennedy,1984,1,SDN,NL,530,127,14,1,33,99,2,578
Dave,Kingman,1984,1,OAK,AL,549,147,35,2,44,119,6,621
Ron,Kittle,1984,1,CHA,AL,466,100,32,3,49,137,6,530
Ray,Knight,1984,1,HOU,NL,278,62,2,0,14,30,1,298
Brad,Komminsk,1984,1,ATL,NL,301,61,8,18,29,77,2,334
Wayne,Krenchicki,1984,1,CIN,NL,181,54,6,0,19,23,0,207
Lee,Lacy,1984,1,PIT,NL,474,152,12,21,32,61,0,522
Ken,Landreaux,1984,1,LAN,NL,438,110,11,10,29,35,1,480
Carney,Lansford,1984,1,OAK,AL,597,179,14,9,40,62,3,657
Tim,Laudner,1984,1,MIN,AL,262,54,10,0,18,78,1,284
Rudy,Law,1984,1,CHA,AL,487,122,6,29,39,42,3,540
Vance,Law,1984,1,CHA,AL,481,121,17,4,41,75,1,535
Johnnie,LeMaster,1984,1,SFN,NL,451,98,4,17,31,97,0,498
Chet,Lemon,1984,1,DET,AL,509,146,20,5,51,83,7,582
Jeffrey,Leonard,1984,1,SFN,NL,514,155,21,17,47,123,0,569
Sixto,Lezcano,1984,1,PHI,NL,256,71,14,0,38,43,0,295
Bryan,Little,1984,1,MON,NL,266,65,0,2,34,19,1,309
Davey,Lopes,1984,1,OAK,AL,230,59,9,12,31,36,1,268
John,Lowenstein,1984,1,BAL,AL,270,64,8,1,33,54,1,310
Greg,Luzinski,1984,1,CHA,AL,412,98,13,5,56,80,3,480
Fred,Lynn,1984,1,CAL,AL,517,140,23,2,77,97,2,608
Garry,Maddox,1984,1,PHI,NL,241,68,5,3,13,29,0,258
Bill,Madlock,1984,1,PIT,NL,403,102,4,3,26,29,1,440
Candy,Maldonado,1984,1,LAN,NL,254,68,5,0,19,29,1,278
Rick,Manning,1984,1,ML4,AL,341,85,7,5,34,32,1,381
Mike,Marshall,1984,1,LAN,NL,495,127,21,4,40,93,3,547
Buck,Martinez,1984,1,TOR,AL,232,51,5,0,29,49,2,273
Carmelo,Martinez,1984,1,SDN,NL,488,122,13,1,68,82,4,574
Gary,Matthews,1984,1,CHN,NL,491,143,14,17,103,97,3,610
Don,Mattingly,1984,1,NYA,AL,603,207,23,1,41,33,1,670
Len,Matuszek,1984,1,PHI,NL,262,65,12,4,39,54,4,313
Lee,Mazzilli,1984,1,PIT,NL,266,63,4,8,40,42,1,311
Willie,McGee,1984,1,SLN,NL,571,166,6,43,29,80,1,606
Hal,McRae,1984,1,KCA,AL,317,96,3,0,34,47,1,364
Kevin,McReynolds,1984,1,SDN,NL,525,146,20,3,34,69,0,579
Bob,Meacham,1984,1,NYA,AL,360,91,2,9,32,70,3,418
Larry,Milbourne,1984,1,SEA,AL,211,56,1,0,12,16,0,235
Eddie,Milner,1984,1,CIN,NL,336,78,7,21,51,50,2,400
Charlie,Moore,1984,1,ML4,AL,188,44,2,0,10,26,1,203
Keith,Moreland,1984,1,CHN,NL,495,138,16,1,34,71,3,544
Omar,Moreno,1984,1,NYA,AL,355,92,4,20,18,48,1,383
Joe,Morgan,1984,1,OAK,AL,365,89,6,8,66,39,1,442
Jim,Morrison,1984,1,PIT,NL,304,87,11,0,20,52,1,332
Lloyd,Moseby,1984,1,TOR,AL,592,166,18,39,78,122,8,697
Darryl,Motley,1984,1,KCA,AL,522,148,15,10,28,73,1,559
Rance,Mulliniks,1984,1,TOR,AL,343,111,3,2,33,44,1,382
Jerry,Mumphrey,1984,1,HOU,NL,524,152,9,15,56,79,0,593
Dale,Murphy,1984,1,ATL,NL,607,176,36,19,79,134,2,711
Dwayne,Murphy,1984,1,OAK,AL,559,143,33,4,74,111,3,648
Eddie,Murray,1984,1,BAL,AL,588,180,29,10,107,87,2,730
Graig,Nettles,1984,1,SDN,NL,395,90,20,0,58,55,5,469
Pete,O'Brien,1984,1,TEX,AL,520,149,18,3,53,50,0,589
Ron,Oester,1984,1,CIN,NL,553,134,3,7,41,97,1,608
Ben,Oglivie,1984,1,ML4,AL,461,121,12,0,44,56,1,514
Al,Oliver,1984,1,SFN,NL,339,101,0,2,20,27,1,364
Jose,Oquendo,1984,1,NYN,NL,189,42,0,10,15,26,2,213
Jorge,Orta,1984,1,KCA,AL,403,120,9,0,28,39,2,446
Spike,Owen,1984,1,SEA,AL,530,130,3,16,46,63,3,590
Tom,Paciorek,1984,1,CHA,AL,363,93,4,6,25,69,4,401
Mike,Pagliarulo,1984,1,NYA,AL,201,48,7,0,15,46,0,219
Dave,Parker,1984,1,CIN,NL,607,173,16,11,41,89,1,665
Larry,Parrish,1984,1,TEX,AL,613,175,22,2,42,116,6,671
Lance,Parrish,1984,1,DET,AL,578,137,33,2,41,120,2,635
Tony,Pena,1984,1,PIT,NL,546,156,15,12,36,79,4,597
Terry,Pendleton,1984,1,SLN,NL,262,85,1,20,16,32,0,286
Jack,Perconte,1984,1,SEA,AL,612,180,0,29,57,47,5,689
Gerald,Perry,1984,1,ATL,NL,347,92,7,15,61,38,2,424
Gary,Pettis,1984,1,CAL,AL,397,90,2,48,60,115,3,467
Ken,Phelps,1984,1,SEA,AL,290,70,24,3,61,73,5,365
Tony,Phillips,1984,1,OAK,AL,451,120,4,10,42,86,0,506
Darrell,Porter,1984,1,SLN,NL,422,98,11,5,60,79,5,505
Jim,Presley,1984,1,SEA,AL,251,57,10,1,6,63,1,260
Greg,Pryor,1984,1,KCA,AL,270,71,4,0,12,28,3,288
Kirby,Puckett,1984,1,MIN,AL,557,165,0,14,16,69,4,584
Terry,Puhl,1984,1,HOU,NL,449,135,9,13,59,45,1,531
Tim,Raines,1984,1,MON,NL,622,192,8,75,87,69,2,725
Rafael,Ramirez,1984,1,ATL,NL,591,157,2,14,26,70,1,630
Willie,Randolph,1984,1,NYA,AL,564,162,2,10,86,42,0,668
Floyd,Rayford,1984,1,BAL,AL,250,64,4,0,12,51,3,269
Johnny,Ray,1984,1,PIT,NL,555,173,6,11,37,31,3,605
Gary,Redus,1984,1,CIN,NL,394,100,7,48,52,71,1,458
Craig,Reynolds,1984,1,HOU,NL,527,137,6,7,22,53,0,573
R. J.,Reynolds,1984,1,LAN,NL,240,62,2,7,14,38,1,261
Jim,Rice,1984,1,BOS,AL,657,184,28,4,44,102,1,716
Cal,Ripken,1984,1,BAL,AL,641,195,27,2,71,89,2,717
German,Rivera,1984,1,LAN,NL,227,59,2,1,21,30,1,259
Mickey,Rivers,1984,1,TEX,AL,313,94,4,5,9,23,0,327
Gary,Roenicke,1984,1,BAL,AL,326,73,10,1,58,43,4,394
Ed,Romero,1984,1,ML4,AL,357,90,1,3,29,25,1,399
Pete,Rose,1984,1,MON,NL,278,72,0,1,31,20,1,317
Jerry,Royster,1984,1,ATL,NL,227,47,1,6,15,41,1,248
Bill,Russell,1984,1,LAN,NL,262,70,0,4,25,24,0,299
Luis,Salazar,1984,1,SDN,NL,228,55,3,11,6,38,0,237
Billy,Sample,1984,1,TEX,AL,489,121,5,18,29,46,0,529
Juan,Samuel,1984,1,PHI,NL,701,191,15,72,28,168,7,739
Ryne,Sandberg,1984,1,CHN,NL,636,200,19,32,52,101,3,703
Steve,Sax,1984,1,LAN,NL,569,138,1,34,47,53,1,625
Mike,Schmidt,1984,1,PHI,NL,528,146,36,5,92,116,4,646
Dick,Schofield,1984,1,CAL,AL,400,77,4,5,33,79,6,452
Bill,Schroeder,1984,1,ML4,AL,210,54,14,0,8,54,2,228
Mike,Scioscia,1984,1,LAN,NL,341,93,5,2,52,26,1,409
Donnie,Scott,1984,1,TEX,AL,235,52,3,0,20,44,0,264
John,Shelby,1984,1,BAL,AL,383,80,6,12,20,71,0,415
Pat,Sheridan,1984,1,KCA,AL,481,136,8,19,41,91,1,534
Ted,Simmons,1984,1,ML4,AL,497,110,4,3,30,40,3,535
Ken,Singleton,1984,1,BAL,AL,363,78,6,0,37,60,0,408
Don,Slaught,1984,1,KCA,AL,409,108,4,0,20,55,2,450
Roy,Smalley,1984,1,NYA,AL,209,50,7,2,15,35,0,229
Lonnie,Smith,1984,1,SLN,NL,504,126,6,50,70,90,9,590
Ozzie,Smith,1984,1,SLN,NL,412,106,1,35,56,17,2,489
Mike,Stenhouse,1984,1,MON,NL,175,32,4,0,26,32,1,209
Darryl,Strawberry,1984,1,NYN,NL,522,131,26,27,75,131,0,617
Franklin,Stubbs,1984,1,LAN,NL,217,42,8,2,24,63,0,248
Jim,Sundberg,1984,1,ML4,AL,348,91,7,1,38,63,0,397
Pat,Tabler,1984,1,CLE,AL,473,137,10,3,47,62,3,530
Garry,Templeton,1984,1,SDN,NL,493,127,2,8,39,81,1,558
Tim,Teufel,1984,1,MIN,AL,568,149,14,1,76,73,2,660
Derrel,Thomas,1984,1,MON,NL,243,62,0,0,20,33,0,270
Jason,Thompson,1984,1,PIT,NL,543,138,17,0,87,73,2,650
Scot,Thompson,1984,1,SFN,NL,245,75,1,5,30,26,0,285
Andre,Thornton,1984,1,CLE,AL,587,159,33,6,91,79,2,700
Wayne,Tolleson,1984,1,TEX,AL,338,72,0,22,27,47,3,378
Alan,Trammell,1984,1,DET,AL,555,174,14,19,60,63,3,628
Alex,Trevino,1984,2,ATL,NL,266,65,3,5,16,27,1,290
Manny,Trillo,1984,1,SFN,NL,401,102,4,0,25,55,3,437
Willie,Upshaw,1984,1,TOR,AL,569,158,19,10,55,86,5,649
Andy,Van Slyke,1984,1,SLN,NL,361,88,7,28,63,71,0,435
Ozzie,Virgil,1984,1,PHI,NL,456,119,18,1,45,91,5,517
George,Vukovich,1984,1,CLE,AL,437,133,9,1,34,61,1,477
Duane,Walker,1984,1,CIN,NL,195,57,10,7,33,35,0,233
Greg,Walker,1984,1,CHA,AL,442,130,24,8,35,66,2,485
Tim,Wallach,1984,1,MON,NL,582,143,18,3,50,101,7,649
Denny,Walling,1984,1,HOU,NL,249,70,3,7,16,28,1,270
Gary,Ward,1984,1,TEX,AL,602,171,21,7,55,95,0,662
Claudell,Washington,1984,1,ATL,NL,416,119,17,21,59,77,1,487
Ron,Washington,1984,1,MIN,AL,197,58,3,1,4,31,1,206
Brad,Wellman,1984,1,SFN,NL,265,60,2,10,19,41,0,291
Lou,Whitaker,1984,1,DET,AL,558,161,13,6,62,63,0,634
Frank,White,1984,1,KCA,AL,479,130,17,5,27,72,2,518
Terry,Whitfield,1984,1,LAN,NL,180,44,4,1,17,35,1,202
Ernie,Whitt,1984,1,TOR,AL,315,75,15,0,43,49,1,371
Alan,Wiggins,1984,1,SDN,NL,596,154,3,70,75,57,3,693
Rob,Wilfong,1984,1,CAL,AL,307,76,6,3,20,53,2,337
Curt,Wilkerson,1984,1,TEX,AL,484,120,1,12,22,72,2,522
Jerry,Willard,1984,1,CLE,AL,246,55,10,1,26,55,0,275
Glenn,Wilson,1984,1,PHI,NL,341,82,6,7,17,56,1,364
Mookie,Wilson,1984,1,NYN,NL,587,162,10,46,26,90,2,621
Willie,Wilson,1984,1,KCA,AL,541,163,2,47,39,56,3,590
Dave,Winfield,1984,1,NYA,AL,567,193,19,6,53,71,0,635
John,Wockenfuss,1984,1,PHI,NL,180,52,6,1,30,24,0,212
Jim,Wohlford,1984,1,MON,NL,213,64,5,3,14,19,0,228
George,Wright,1984,1,TEX,AL,383,93,9,0,15,54,2,406
Butch,Wynegar,1984,1,NYA,AL,442,118,6,1,65,35,0,518
Marvell,Wynne,1984,1,PIT,NL,653,174,0,24,42,81,0,702
Steve,Yeager,1984,1,LAN,NL,197,45,4,1,20,38,0,222
Ned,Yost,1984,1,TEX,AL,242,44,6,1,6,47,0,251
Joel,Youngblood,1984,1,SFN,NL,469,119,10,5,48,86,4,525
Mike,Young,1984,1,BAL,AL,401,101,17,6,58,110,7,472
Robin,Yount,1984,1,ML4,AL,624,186,16,14,67,67,1,709
Luis,Aguayo,1985,1,PHI,NL,165,46,6,1,22,26,6,205
Bill,Almon,1985,1,PIT,NL,244,66,6,10,22,61,1,274
Dave,Anderson,1985,1,LAN,NL,221,44,4,5,35,42,1,265
Tony,Armas,1985,1,BOS,AL,385,102,23,0,18,90,2,414
Alan,Ashby,1985,1,HOU,NL,189,53,8,0,24,27,1,218
Wally,Backman,1985,1,NYN,NL,520,142,1,30,36,72,1,575
Mark,Bailey,1985,1,HOU,NL,332,88,10,0,67,70,1,415
Harold,Baines,1985,1,CHA,AL,640,198,22,1,42,89,1,701
Dusty,Baker,1985,1,OAK,AL,343,92,14,2,50,47,0,396
Steve,Balboni,1985,1,KCA,AL,600,146,36,1,52,166,5,666
Jesse,Barfield,1985,1,TOR,AL,539,156,27,22,66,143,4,617
Marty,Barrett,1985,1,BOS,AL,534,142,5,7,56,50,2,611
Kevin,Bass,1985,1,HOU,NL,539,145,16,19,31,63,6,583
Don,Baylor,1985,1,NYA,AL,477,110,23,0,52,90,24,570
Buddy,Bell,1985,1,TEX,AL,313,74,4,3,33,21,1,352
Buddy,Bell,1985,2,CIN,NL,247,54,6,0,34,27,0,286
George,Bell,1985,1,TOR,AL,607,167,28,21,43,90,8,672
Bruce,Benedict,1985,1,ATL,NL,208,42,0,0,22,12,1,238
