fname,lname,year,stint,team,league,AB,H,HR,SB,BB,SO,HBP,PA
Carl,Everett,1995,1,NYN,NL,289,75,12,2,39,67,2,333
Jorge,Fabregas,1995,1,CAL,AL,227,56,1,0,17,28,0,248
Felix,Fermin,1995,1,SEA,AL,200,39,0,2,6,6,4,219
Tony,Fernandez,1995,1,NYA,AL,384,94,5,6,42,40,4,442
Cecil,Fielder,1995,1,DET,AL,494,120,31,0,75,116,5,586
Steve,Finley,1995,1,SDN,NL,562,167,10,36,59,62,3,635
John,Flaherty,1995,1,DET,AL,354,86,11,0,18,47,3,385
Darrin,Fletcher,1995,1,MON,NL,350,100,11,0,32,23,4,390
Scott,Fletcher,1995,1,DET,AL,182,42,1,1,19,27,3,209
Chad,Fonville,1995,2,LAN,NL,308,85,0,20,23,39,1,339
Jeff,Frye,1995,1,TEX,AL,313,87,4,3,24,45,5,354
Travis,Fryman,1995,1,DET,AL,567,156,15,4,63,100,3,644
Gary,Gaetti,1995,1,KCA,AL,514,134,35,3,47,91,8,584
Greg,Gagne,1995,1,KCA,AL,430,110,6,3,38,60,2,484
Andres,Galarraga,1995,1,COL,NL,554,155,31,12,32,146,13,610
Ron,Gant,1995,1,CIN,NL,410,113,29,23,74,108,3,498
Carlos,Garcia,1995,1,PIT,NL,367,108,6,8,25,55,2,407
Brent,Gates,1995,1,OAK,AL,524,133,5,3,46,84,0,587
Jason,Giambi,1995,1,OAK,AL,176,45,6,2,28,31,3,210
Kirk,Gibson,1995,1,DET,AL,227,59,9,9,33,61,3,268
Benji,Gil,1995,1,TEX,AL,415,91,9,2,26,147,1,454
Bernard,Gilkey,1995,1,SLN,NL,480,143,17,12,42,70,5,534
Joe,Girardi,1995,1,COL,NL,462,121,8,3,29,76,2,506
Chris,Gomez,1995,1,DET,AL,431,96,11,4,41,96,3,482
Alex,Gonzalez,1995,1,TOR,AL,367,89,10,4,44,114,1,426
Juan,Gonzalez,1995,1,TEX,AL,352,104,27,0,17,66,0,377
Luis,Gonzalez,1995,1,HOU,NL,209,54,6,1,18,30,3,237
Luis,Gonzalez,1995,2,CHN,NL,262,76,7,5,39,33,3,312
Curtis,Goodwin,1995,1,BAL,AL,289,76,1,22,15,53,2,316
Tom,Goodwin,1995,1,KCA,AL,480,138,4,50,38,72,5,537
Mark,Grace,1995,1,CHN,NL,552,180,16,6,65,46,2,636
Mike,Greenwell,1995,1,BOS,AL,481,143,15,9,38,35,2,529
Shawn,Green,1995,1,TOR,AL,379,109,15,1,20,68,3,408
Rusty,Greer,1995,1,TEX,AL,417,113,13,3,55,66,1,479
Ken,Griffey,1995,1,SEA,AL,260,67,17,4,52,53,0,320
Marquis,Grissom,1995,1,ATL,NL,551,142,12,29,47,61,3,610
Mark,Grudzielanek,1995,1,MON,NL,269,66,1,8,14,47,7,297
Ozzie,Guillen,1995,1,CHA,AL,415,103,1,6,13,25,0,434
Tony,Gwynn,1995,1,SDN,NL,535,197,9,17,35,15,1,587
Bob,Hamelin,1995,1,KCA,AL,208,35,7,0,26,56,6,242
Darryl,Hamilton,1995,1,ML4,AL,398,108,5,11,47,35,3,462
Dave,Hansen,1995,1,LAN,NL,181,52,1,0,28,28,1,215
Lenny,Harris,1995,1,CIN,NL,197,41,2,10,14,20,0,215
Charlie,Hayes,1995,1,PHI,NL,529,146,11,5,50,88,4,591
Rickey,Henderson,1995,1,OAK,AL,407,122,9,32,72,66,4,489
Jose,Hernandez,1995,1,CHN,NL,245,60,13,1,13,69,0,271
Bobby,Higginson,1995,1,DET,AL,410,92,14,6,62,107,5,489
Glenallen,Hill,1995,1,SFN,NL,497,131,24,25,39,98,1,543
Chris,Hoiles,1995,1,BAL,AL,352,88,19,1,67,80,4,429
Dave,Hollins,1995,1,PHI,NL,205,47,7,1,53,38,5,271
David,Howard,1995,1,KCA,AL,255,62,0,6,24,41,1,288
Thomas,Howard,1995,1,CIN,NL,281,85,3,17,20,37,1,304
Rex,Hudler,1995,1,CAL,AL,223,59,6,13,10,48,5,242
David,Hulse,1995,1,ML4,AL,339,85,3,15,18,60,0,366
Todd,Hundley,1995,1,NYN,NL,275,77,15,1,42,64,5,331
Brian,Hunter,1995,1,HOU,NL,321,97,2,24,21,52,2,349
John,Jaha,1995,1,ML4,AL,316,99,20,2,36,66,4,357
Dion,James,1995,1,NYA,AL,209,60,2,4,20,16,0,233
Stan,Javier,1995,1,OAK,AL,442,123,8,36,49,63,4,507
Gregg,Jefferies,1995,1,PHI,NL,480,147,11,9,35,26,0,526
Brian,Johnson,1995,1,SDN,NL,207,52,3,0,11,39,1,226
Charles,Johnson,1995,1,FLO,NL,315,79,11,0,46,71,4,373
Howard,Johnson,1995,1,CHN,NL,169,33,7,1,34,46,1,206
Lance,Johnson,1995,1,CHA,AL,607,186,10,40,32,31,1,647
Mark,Johnson,1995,1,PIT,NL,221,46,13,5,37,66,2,263
Chris,Jones,1995,1,NYN,NL,182,51,8,2,13,45,1,202
Chipper,Jones,1995,1,ATL,NL,524,139,23,8,73,99,0,603
Brian,Jordan,1995,1,SLN,NL,490,145,22,24,22,79,11,529
Wally,Joyner,1995,1,KCA,AL,465,144,12,3,69,65,2,560
David,Justice,1995,1,ATL,NL,411,104,24,4,73,68,2,496
Ron,Karkovice,1995,1,CHA,AL,323,70,13,2,39,84,5,382
Eric,Karros,1995,1,LAN,NL,551,164,32,4,61,115,4,624
Pat,Kelly,1995,1,NYA,AL,270,64,4,8,23,65,5,310
Roberto,Kelly,1995,2,LAN,NL,409,114,6,15,15,65,4,440
Jeff,Kent,1995,1,NYN,NL,472,131,20,3,29,89,8,517
Mike,Kingery,1995,1,COL,NL,350,94,8,13,45,40,0,403
Jeff,King,1995,1,PIT,NL,445,118,18,7,55,63,1,514
Wayne,Kirby,1995,1,CLE,AL,188,39,1,10,13,32,1,205
Ryan,Klesko,1995,1,ATL,NL,329,102,23,5,47,72,2,391
Chuck,Knoblauch,1995,1,MIN,AL,538,179,11,46,78,95,10,632
Ray,Lankford,1995,1,SLN,NL,483,134,25,24,63,110,2,559
Mike,Lansing,1995,1,MON,NL,467,119,10,27,28,65,3,504
Barry,Larkin,1995,1,CIN,NL,496,158,15,51,61,49,3,569
Scott,Leius,1995,1,MIN,AL,372,92,4,2,49,54,2,430
Mark,Lemke,1995,1,ATL,NL,399,101,5,2,44,40,0,457
Darren,Lewis,1995,1,SFN,NL,309,78,1,21,17,37,6,340
Jim,Leyritz,1995,1,NYA,AL,264,71,7,1,37,73,8,312
Nelson,Liriano,1995,1,PIT,NL,259,74,5,2,24,34,2,292
Pat,Listach,1995,1,ML4,AL,334,73,0,13,25,61,2,369
Scott,Livingstone,1995,1,SDN,NL,196,66,5,2,15,22,0,214
Keith,Lockhart,1995,1,KCA,AL,274,88,6,8,14,21,4,302
Kenny,Lofton,1995,1,CLE,AL,481,149,7,54,40,49,1,535
Javy,Lopez,1995,1,ATL,NL,333,105,14,0,14,57,2,352
John,Mabry,1995,1,SLN,NL,388,119,5,0,24,45,2,423
Mike,Macfarlane,1995,1,BOS,AL,364,82,15,2,38,78,14,420
Dave,Magadan,1995,1,HOU,NL,348,109,2,2,71,56,0,431
Jeff,Manto,1995,1,BAL,AL,254,65,17,0,24,69,2,280
Kirt,Manwaring,1995,1,SFN,NL,379,95,4,1,27,72,10,430
Al,Martin,1995,1,PIT,NL,439,124,13,20,44,92,2,492
Dave,Martinez,1995,1,CHA,AL,303,93,5,8,32,41,1,351
Edgar,Martinez,1995,1,SEA,AL,511,182,29,4,116,87,8,658
Sandy,Martinez,1995,1,TOR,AL,191,46,2,0,7,45,1,200
Tino,Martinez,1995,1,SEA,AL,519,152,31,0,62,91,4,608
Dan,Masteller,1995,1,MIN,AL,198,47,3,1,18,19,1,219
Don,Mattingly,1995,1,NYA,AL,458,132,7,0,40,35,1,514
Derrick,May,1995,2,HOU,NL,206,62,8,5,19,24,1,229
Brent,Mayne,1995,1,KCA,AL,307,77,1,0,25,41,3,348
Willie,McGee,1995,1,BOS,AL,200,57,2,5,9,41,0,217
Fred,McGriff,1995,1,ATL,NL,528,148,27,3,65,99,5,610
Mark,McGwire,1995,1,OAK,AL,317,87,39,1,88,77,11,427
Mark,McLemore,1995,1,TEX,AL,467,122,5,21,59,71,3,548
Brian,McRae,1995,1,CHN,NL,580,167,12,27,47,92,7,639
Pat,Meares,1995,1,MIN,AL,390,105,12,10,15,68,11,425
Orlando,Merced,1995,1,PIT,NL,487,146,15,7,52,74,1,554
Matt,Merullo,1995,1,MIN,AL,195,55,1,0,14,27,3,216
Matt,Mieske,1995,1,ML4,AL,267,67,12,2,27,45,4,303
Orlando,Miller,1995,1,HOU,NL,324,85,5,3,22,71,5,363
Paul,Molitor,1995,1,TOR,AL,525,142,15,12,61,57,5,599
Raul,Mondesi,1995,1,LAN,NL,536,153,26,27,33,96,4,584
Mickey,Morandini,1995,1,PHI,NL,494,140,6,9,42,80,9,553
Hal,Morris,1995,1,CIN,NL,359,100,11,1,29,58,1,398
James,Mouton,1995,1,HOU,NL,298,78,4,25,25,59,4,332
Lyle,Mouton,1995,1,CHA,AL,179,54,5,1,19,46,2,201
Pedro,Munoz,1995,1,MIN,AL,376,113,18,0,19,86,3,400
Eddie,Murray,1995,1,CLE,AL,436,141,21,5,39,65,0,485
Greg,Myers,1995,1,CAL,AL,273,71,9,0,17,49,1,297
Tim,Naehring,1995,1,BOS,AL,433,133,10,0,77,66,4,525
Melvin,Nieves,1995,1,SDN,NL,234,48,14,2,19,88,5,262
Dave,Nilsson,1995,1,ML4,AL,263,73,12,2,24,41,2,298
Otis,Nixon,1995,1,TEX,AL,589,174,0,50,58,85,0,657
Jon,Nunnally,1995,1,KCA,AL,303,74,14,6,51,86,2,365
Charlie,O'Brien,1995,1,ATL,NL,198,45,9,0,29,40,6,235
Jose,Offerman,1995,1,LAN,NL,429,123,4,2,69,67,3,511
Troy,O'Leary,1995,1,BOS,AL,399,123,10,5,29,64,1,438
John,Olerud,1995,1,TOR,AL,492,143,8,0,84,54,4,591
Joe,Oliver,1995,1,ML4,AL,337,92,12,2,27,66,3,370
Paul,O'Neill,1995,1,NYA,AL,460,138,22,1,71,76,1,551
Jose,Oquendo,1995,1,SLN,NL,220,46,2,1,35,21,0,263
Joe,Orsulak,1995,1,NYN,NL,290,82,1,1,19,35,1,319
Spike,Owen,1995,1,CAL,AL,218,50,1,3,18,22,0,238
Mike,Pagliarulo,1995,1,TEX,AL,241,56,4,0,15,49,1,264
Tom,Pagnozzi,1995,1,SLN,NL,219,47,2,0,11,31,1,232
Rafael,Palmeiro,1995,1,BAL,AL,554,172,39,3,62,65,3,629
Craig,Paquette,1995,1,OAK,AL,283,64,13,5,12,88,1,304
Mark,Parent,1995,1,PIT,NL,233,54,15,0,23,62,0,259
Lance,Parrish,1995,1,TOR,AL,178,36,4,0,15,52,1,202
John,Patterson,1995,1,SFN,NL,205,42,1,4,14,41,12,238
Tony,Pena,1995,1,CLE,AL,263,69,5,1,14,44,1,280
Terry,Pendleton,1995,1,FLO,NL,513,149,14,1,38,84,2,564
J. R.,Phillips,1995,1,SFN,NL,231,45,9,1,19,69,0,254
Tony,Phillips,1995,1,CAL,AL,525,137,27,13,113,135,3,649
Mike,Piazza,1995,1,LAN,NL,434,150,32,1,39,80,1,485
Luis,Polonia,1995,1,NYA,AL,238,62,2,10,25,29,0,270
Kirby,Puckett,1995,1,MIN,AL,538,169,23,3,56,89,3,620
Tim,Raines,1995,1,CHA,AL,502,143,12,13,70,52,3,584
Manny,Ramirez,1995,1,CLE,AL,484,149,31,6,75,112,5,577
Jeff,Reboulet,1995,1,MIN,AL,216,63,4,1,27,34,1,246
Jody,Reed,1995,1,SDN,NL,445,114,4,6,59,38,5,516
Cal,Ripken,1995,1,BAL,AL,550,144,17,0,52,59,2,619
Bip,Roberts,1995,1,SDN,NL,296,90,2,20,17,36,2,317
Ivan,Rodriguez,1995,1,TEX,AL,492,149,12,0,16,48,4,519
Tim,Salmon,1995,1,CAL,AL,537,177,34,5,91,111,6,640
Rey,Sanchez,1995,1,CHN,NL,428,119,3,6,14,48,1,455
Deion,Sanders,1995,2,SFN,NL,214,61,5,8,18,42,2,235
Reggie,Sanders,1995,1,CIN,NL,484,148,28,36,69,122,8,571
Benito,Santiago,1995,1,CIN,NL,266,76,11,2,24,48,4,297
Steve,Scarsone,1995,1,SFN,NL,233,62,11,3,18,82,6,261
David,Segui,1995,2,MON,NL,383,117,10,1,28,38,2,422
Kevin,Seitzer,1995,1,ML4,AL,492,153,5,2,64,57,6,572
Scott,Servais,1995,2,CHN,NL,175,50,12,2,23,37,2,209
Danny,Sheaffer,1995,1,SLN,NL,208,48,5,0,23,38,0,234
Gary,Sheffield,1995,1,FLO,NL,213,69,16,19,55,45,4,282
Craig,Shipley,1995,1,HOU,NL,232,61,3,6,8,28,2,248
Ruben,Sierra,1995,1,OAK,AL,264,70,12,4,24,42,0,293
Ruben,Sierra,1995,2,NYA,AL,215,56,7,1,22,34,0,244
J. T.,Snow,1995,1,CAL,AL,544,157,24,2,52,91,3,610
Luis,Sojo,1995,1,SEA,AL,339,98,7,4,23,19,1,370
Paul,Sorrento,1995,1,CLE,AL,323,76,25,1,51,71,0,384
Sammy,Sosa,1995,1,CHN,NL,564,151,36,34,58,134,5,640
Ed,Sprague,1995,1,TOR,AL,521,127,18,0,58,96,15,605
Scott,Stahoviak,1995,1,MIN,AL,263,70,3,5,30,61,1,297
Mike,Stanley,1995,1,NYA,AL,399,107,18,1,57,106,5,471
Terry,Steinbach,1995,1,OAK,AL,406,113,15,1,25,74,3,443
Kelly,Stinnett,1995,1,NYN,NL,196,43,4,2,29,65,6,234
Kevin,Stocker,1995,1,PHI,NL,412,90,1,6,43,75,9,486
B. J.,Surhoff,1995,1,ML4,AL,415,133,13,7,37,43,4,466
Tony,Tarasco,1995,1,MON,NL,438,109,14,24,51,78,2,507
Danny,Tartabull,1995,1,NYA,AL,192,43,6,0,33,54,1,231
Ed,Taubensee,1995,1,CIN,NL,218,62,9,2,22,52,2,246
Jesus,Tavarez,1995,1,FLO,NL,190,55,2,7,16,27,1,212
Mickey,Tettleton,1995,1,TEX,AL,429,102,32,0,107,110,7,552
Frank,Thomas,1995,1,CHA,AL,493,152,40,3,136,74,6,676
Jim,Thome,1995,1,CLE,AL,452,142,25,4,97,113,5,560
Robby,Thompson,1995,1,SFN,NL,336,75,8,1,42,76,4,392
Ryan,Thompson,1995,1,NYN,NL,267,67,7,3,19,77,4,295
Lee,Tinsley,1995,1,BOS,AL,341,97,7,18,39,74,1,392
Alan,Trammell,1995,1,DET,AL,223,60,2,3,27,19,0,259
Michael,Tucker,1995,1,KCA,AL,177,46,4,2,18,51,1,200
John,Valentin,1995,1,BOS,AL,520,155,27,20,81,67,10,623
Jose,Valentin,1995,1,ML4,AL,338,74,11,16,37,83,0,386
Andy,Van Slyke,1995,2,PHI,NL,214,52,3,7,28,41,2,247
Greg,Vaughn,1995,1,ML4,AL,392,88,17,10,55,89,0,454
Mo,Vaughn,1995,1,BOS,AL,550,165,39,11,68,150,14,653
Randy,Velarde,1995,1,NYA,AL,367,102,7,5,55,64,4,432
Robin,Ventura,1995,1,CHA,AL,492,145,26,4,75,98,1,588
Quilvio,Veras,1995,1,FLO,NL,440,115,5,56,80,68,9,538
Fernando,Vina,1995,1,ML4,AL,288,74,3,6,22,28,9,325
Jose,Vizcaino,1995,1,NYN,NL,509,146,3,8,35,76,1,565
Omar,Vizquel,1995,1,CLE,AL,542,144,6,29,59,59,1,622
Matt,Walbeck,1995,1,MIN,AL,393,101,1,3,25,71,1,424
Larry,Walker,1995,1,COL,NL,494,151,36,16,49,72,14,575
Tim,Wallach,1995,1,LAN,NL,327,87,9,0,27,69,4,366
Walt,Weiss,1995,1,COL,NL,427,111,1,15,98,57,5,545
Lou,Whitaker,1995,1,DET,AL,249,73,14,4,31,41,2,289
Devon,White,1995,1,TOR,AL,427,121,10,11,29,97,5,466
Mark,Whiten,1995,2,PHI,NL,212,57,11,7,31,63,1,245
Rondell,White,1995,1,MON,NL,474,140,13,25,41,87,6,526
Rick,Wilkins,1995,1,CHN,NL,162,31,6,0,36,51,1,201
Bernie,Williams,1995,1,NYA,AL,563,173,18,8,75,98,5,649
Eddie,Williams,1995,1,SDN,NL,296,77,12,0,23,47,4,325
Gerald,Williams,1995,1,NYA,AL,182,45,6,4,22,34,1,209
Matt,Williams,1995,1,SFN,NL,283,95,23,2,30,58,2,326
Dan,Wilson,1995,1,SEA,AL,399,111,9,2,33,63,2,441
Eric,Young,1995,1,COL,NL,366,116,6,35,49,29,5,427
Todd,Zeile,1995,2,CHN,NL,299,68,9,0,16,53,3,325
Kurt,Abbott,1996,1,FLO,NL,320,81,8,3,22,99,3,350
Edgardo,Alfonzo,1996,1,NYN,NL,368,96,4,2,25,56,0,409
Luis,Alicea,1996,1,SLN,NL,380,98,5,11,52,78,5,457
Jermaine,Allensworth,1996,1,PIT,NL,229,60,4,11,23,50,4,260
Roberto,Alomar,1996,1,BAL,AL,588,193,22,17,90,65,1,709
Sandy,Alomar,1996,1,CLE,AL,418,110,11,1,19,42,3,444
Moises,Alou,1996,1,MON,NL,540,152,21,9,49,83,2,605
Rich,Amaral,1996,1,SEA,AL,312,91,1,25,47,55,5,369
Brady,Anderson,1996,1,BAL,AL,579,172,50,21,76,106,22,688
Garret,Anderson,1996,1,CAL,AL,607,173,12,7,27,84,0,647
Shane,Andrews,1996,1,MON,NL,375,85,19,3,35,119,2,422
Alex,Arias,1996,1,FLO,NL,224,62,3,2,17,28,3,247
George,Arias,1996,1,CAL,AL,252,60,6,2,16,50,0,276
Rich,Aurilia,1996,1,SFN,NL,318,76,3,4,25,52,1,354
Brad,Ausmus,1996,2,DET,AL,226,56,4,3,26,45,2,262
Carlos,Baerga,1996,1,CLE,AL,424,113,10,1,16,25,7,453
Jeff,Bagwell,1996,1,HOU,NL,568,179,31,21,135,114,10,739
Harold,Baines,1996,1,CHA,AL,495,154,22,3,73,62,1,579
Kimera,Bartee,1996,1,DET,AL,217,55,1,20,17,77,0,247
Tony,Batista,1996,1,OAK,AL,238,71,6,7,19,49,1,260
Rich,Becker,1996,1,MIN,AL,525,153,12,19,68,118,2,605
Derek,Bell,1996,1,HOU,NL,627,165,17,29,40,123,8,692
Albert,Belle,1996,1,CLE,AL,602,187,48,11,99,87,7,730
Jay,Bell,1996,1,PIT,NL,527,132,13,6,54,108,5,603
Marvin,Benard,1996,1,SFN,NL,488,121,5,25,59,84,4,560
Geronimo,Berroa,1996,1,OAK,AL,586,170,36,0,47,122,4,643
Sean,Berry,1996,1,HOU,NL,431,121,17,12,23,58,9,470
Dante,Bichette,1996,1,COL,NL,633,198,31,31,45,105,6,698
Craig,Biggio,1996,1,HOU,NL,605,174,15,25,75,72,27,723
Jeff,Blauser,1996,1,ATL,NL,265,65,10,6,40,54,6,315
Mike,Blowers,1996,1,LAN,NL,317,84,6,0,37,77,1,360
Wade,Boggs,1996,1,NYA,AL,501,156,2,1,67,32,0,581
Barry,Bonds,1996,1,SFN,NL,517,159,42,40,151,76,1,705
Bobby,Bonilla,1996,1,BAL,AL,595,171,28,1,75,85,5,699
Bret,Boone,1996,1,CIN,NL,520,121,12,3,31,100,3,568
Mike,Bordick,1996,1,OAK,AL,525,126,5,5,52,59,1,587
Rafael,Bournigal,1996,1,OAK,AL,252,61,0,4,16,19,1,277
Darren,Bragg,1996,1,SEA,AL,195,53,7,8,33,35,2,239
Darren,Bragg,1996,2,BOS,AL,222,56,3,6,36,39,2,266
Jeff,Branson,1996,1,CIN,NL,311,76,9,2,31,67,1,357
Rico,Brogna,1996,1,NYN,NL,188,48,7,0,19,50,0,212
Scott,Brosius,1996,1,OAK,AL,428,130,22,7,59,85,7,504
Jacob,Brumfield,1996,2,TOR,AL,308,79,12,12,24,58,4,341
Jay,Buhner,1996,1,SEA,AL,564,153,44,0,84,159,9,672
Ellis,Burks,1996,1,COL,NL,613,211,40,32,61,114,6,687
Ken,Caminiti,1996,1,SDN,NL,546,178,40,11,78,99,4,654
John,Cangelosi,1996,1,HOU,NL,262,69,1,17,44,41,5,313
Jose,Canseco,1996,1,BOS,AL,360,104,28,3,63,82,6,435
Mark,Carreon,1996,1,SFN,NL,292,76,9,2,22,33,3,321
Joe,Carter,1996,1,TOR,AL,625,158,30,7,44,106,7,684
Vinny,Castilla,1996,1,COL,NL,629,191,40,7,35,88,5,680
Domingo,Cedeno,1996,1,TOR,AL,282,79,2,5,15,60,2,307
Roger,Cedeno,1996,1,LAN,NL,211,52,2,5,24,47,1,238
Archi,Cianfrocco,1996,1,SDN,NL,192,54,2,1,8,56,2,203
Jeff,Cirillo,1996,1,ML4,AL,566,184,15,4,58,69,7,643
Dave,Clark,1996,1,PIT,NL,211,58,8,2,31,51,0,246
Tony,Clark,1996,1,DET,AL,376,94,27,0,29,127,0,412
Will,Clark,1996,1,TEX,AL,436,124,13,2,64,67,5,517
Royce,Clayton,1996,1,SLN,NL,491,136,6,33,33,89,1,535
Greg,Colbrunn,1996,1,FLO,NL,511,146,16,4,25,76,14,556
Jeff,Conine,1996,1,FLO,NL,597,175,26,1,62,121,4,671
Ron,Coomer,1996,1,MIN,AL,233,69,12,3,17,24,0,254
Joey,Cora,1996,1,SEA,AL,530,154,6,5,35,32,7,584
Wil,Cordero,1996,1,BOS,AL,198,57,3,2,11,31,2,217
Marty,Cordova,1996,1,MIN,AL,569,176,16,11,53,96,8,643
Chad,Curtis,1996,1,DET,AL,400,105,10,16,53,73,1,466
Johnny,Damon,1996,1,KCA,AL,517,140,6,25,31,64,3,569
Chili,Davis,1996,1,CAL,AL,530,155,28,5,86,99,0,634
Eric,Davis,1996,1,CIN,NL,415,119,26,23,70,121,6,499
Carlos,Delgado,1996,1,TOR,AL,488,132,25,0,58,139,9,565
Delino,DeShields,1996,1,LAN,NL,581,130,5,48,53,124,1,649
Mike,Devereaux,1996,1,BAL,AL,323,74,8,8,34,53,2,363
Gary,Disarcina,1996,1,CAL,AL,536,137,5,2,21,36,2,576
Mariano,Duncan,1996,1,NYA,AL,400,136,8,4,9,77,1,418
Shawon,Dunston,1996,1,SFN,NL,287,86,5,8,13,40,1,307
Ray,Durham,1996,1,CHA,AL,557,153,10,30,58,95,10,643
Jermaine,Dye,1996,1,ATL,NL,292,82,12,1,8,67,3,306
Jim,Edmonds,1996,1,CAL,AL,431,131,27,4,46,101,4,485
Jim,Eisenreich,1996,1,PHI,NL,338,122,3,11,31,32,1,382
Kevin,Elster,1996,1,TEX,AL,515,130,24,4,52,138,2,597
Darin,Erstad,1996,1,CAL,AL,208,59,4,3,17,29,0,230
Carl,Everett,1996,1,NYN,NL,192,46,1,6,21,53,4,221
Jorge,Fabregas,1996,1,CAL,AL,254,73,2,0,17,27,0,282
Cecil,Fielder,1996,1,DET,AL,391,97,26,2,63,91,3,468
Cecil,Fielder,1996,2,NYA,AL,200,52,13,0,24,48,2,232
Steve,Finley,1996,1,SDN,NL,655,195,30,22,56,87,4,726
John,Flaherty,1996,2,SDN,NL,264,80,9,2,9,36,2,280
Darrin,Fletcher,1996,1,MON,NL,394,105,12,0,27,42,6,435
Cliff,Floyd,1996,1,MON,NL,227,55,6,7,30,52,5,267
Chad,Fonville,1996,1,LAN,NL,201,41,0,7,17,31,0,222
Andy,Fox,1996,1,NYA,AL,189,37,3,11,20,28,1,219
Julio,Franco,1996,1,CLE,AL,432,139,14,8,61,82,3,501
Jeff,Frye,1996,1,BOS,AL,419,120,4,18,54,57,5,486
Travis,Fryman,1996,1,DET,AL,616,165,22,4,57,118,4,690
Gary,Gaetti,1996,1,SLN,NL,522,143,23,2,35,97,8,580
Greg,Gagne,1996,1,LAN,NL,428,109,10,4,50,93,2,498
Andres,Galarraga,1996,1,COL,NL,626,190,47,18,40,157,17,694
Ron,Gant,1996,1,SLN,NL,419,103,30,13,73,98,3,505
Carlos,Garcia,1996,1,PIT,NL,390,111,6,16,23,58,4,425
Brent,Gates,1996,1,OAK,AL,247,65,2,1,18,35,2,274
Jason,Giambi,1996,1,OAK,AL,536,156,20,0,51,95,5,601
Bernard,Gilkey,1996,1,NYN,NL,571,181,30,17,73,125,4,663
Joe,Girardi,1996,1,NYA,AL,422,124,2,13,30,55,5,472
Chris,Gomez,1996,2,SDN,NL,328,86,3,2,39,64,6,379
Leo,Gomez,1996,1,CHN,NL,362,86,17,1,53,94,7,427
Alex,Gonzalez,1996,1,TOR,AL,527,124,14,16,45,127,5,587
Juan,Gonzalez,1996,1,TEX,AL,541,170,47,2,45,82,3,604
Luis,Gonzalez,1996,1,CHN,NL,483,131,15,9,61,49,4,563
Tom,Goodwin,1996,1,KCA,AL,524,148,1,66,39,79,2,587
Mark,Grace,1996,1,CHN,NL,547,181,9,2,62,41,1,624
Mike,Greenwell,1996,1,BOS,AL,295,87,7,4,18,27,2,321
Shawn,Green,1996,1,TOR,AL,422,118,11,5,33,75,8,468
Willie,Greene,1996,1,CIN,NL,287,70,19,0,36,88,0,331
Rusty,Greer,1996,1,TEX,AL,542,180,18,9,62,86,3,621
Ken,Griffey,1996,1,SEA,AL,545,165,49,16,78,104,7,651
Marquis,Grissom,1996,1,ATL,NL,671,207,23,28,41,73,3,729
Mark,Grudzielanek,1996,1,MON,NL,657,201,6,33,26,83,9,699
Ozzie,Guillen,1996,1,CHA,AL,499,131,4,6,10,27,0,528
Ricky,Gutierrez,1996,1,HOU,NL,218,62,1,6,23,42,3,252
Tony,Gwynn,1996,1,SDN,NL,451,159,3,11,39,17,1,510
Bob,Hamelin,1996,1,KCA,AL,239,61,9,5,54,58,2,301
Darryl,Hamilton,1996,1,TEX,AL,627,184,6,15,54,66,2,700
Jeffrey,Hammonds,1996,1,BAL,AL,248,56,9,3,23,53,4,283
Lenny,Harris,1996,1,CIN,NL,302,86,5,14,21,31,1,334
Bill,Haselman,1996,1,BOS,AL,237,65,8,4,19,52,1,260
Charlie,Hayes,1996,1,PIT,NL,459,114,10,6,36,78,0,504
Rickey,Henderson,1996,1,SDN,NL,465,112,9,37,125,90,10,604
Jose,Hernandez,1996,1,CHN,NL,331,80,10,4,24,97,1,367
Jose,Herrera,1996,1,OAK,AL,320,86,6,8,20,59,3,347
Bobby,Higginson,1996,1,DET,AL,440,141,26,6,65,66,1,522
Glenallen,Hill,1996,1,SFN,NL,379,106,19,6,33,95,6,424
Chris,Hoiles,1996,1,BAL,AL,407,105,25,0,57,97,9,482
Todd,Hollandsworth,1996,1,LAN,NL,478,139,12,21,41,93,2,527
Dave,Hollins,1996,1,MIN,AL,422,102,13,6,71,102,10,508
David,Howard,1996,1,KCA,AL,420,92,4,5,40,74,4,485
Thomas,Howard,1996,1,CIN,NL,360,98,6,6,17,51,3,389
Rex,Hudler,1996,1,CAL,AL,302,94,16,14,9,54,3,317
Todd,Hundley,1996,1,NYN,NL,540,140,41,1,79,146,3,639
Brian,Hunter,1996,1,SEA,AL,198,53,7,0,15,43,4,223
Brian,Hunter,1996,1,HOU,NL,526,145,5,35,17,92,2,553
Butch,Huskey,1996,1,NYN,NL,414,115,15,1,27,77,0,448
Pete,Incaviglia,1996,1,PHI,NL,269,63,16,2,30,82,3,304
John,Jaha,1996,1,ML4,AL,543,163,34,3,85,118,5,637
Stan,Javier,1996,1,SFN,NL,274,74,2,14,25,51,2,306
Gregg,Jefferies,1996,1,PHI,NL,404,118,7,20,36,21,1,452
Reggie,Jefferson,1996,1,BOS,AL,386,134,19,0,25,89,3,423
Derek,Jeter,1996,1,NYA,AL,582,183,10,14,48,102,9,655
Brian,Johnson,1996,1,SDN,NL,243,66,8,0,4,36,4,259
Charles,Johnson,1996,1,FLO,NL,386,84,13,1,40,91,2,440
